deweyClass,bibNumber,title,DATE(cout),COUNT(bibNumber)
133.43,2834217,"Handbook for hot witches",2012-09-15,66
133.3337,2830935,"gran libro del feng shui",2012-09-18,11
136.4,54544,"Boys no more a Black psychologists view of community",2012-09-22,2
133.9092,2839336,"By mornings light the true story of a mothers reconnection with her son in the hereafter",2012-09-24,16
132.1,32585,"Whom the gods destroy",2012-09-30,1
136.53,247727,"On the art of growing old a translation and subjective evaluation of the essay entitled Cato the elder on old age",2012-10-15,1
133.43,2847868,"Earth air fire water more techniques of natural magic",2012-10-15,127
133.8,2808155,ESP,2012-10-17,19
133.3,2844696,"prophecies a dual language edition with parallel text",2012-10-19,58
130,2850106,"dead roam the earth true stories of the paranormal from around the world",2012-11-03,109
133.3337,2850115,"Feng shui your life",2012-11-03,205
133.3337,2850127,"master course in feng shui",2012-11-10,80
133.3337,2851068,"Feng shui that makes sense easy ways to create a home that feels as good as it looks",2012-11-14,329
133.8,2811516,"Jade skys psychic secrets connecting with your intuition",2012-11-17,44
133.9013,2849983,"everything guide to evidence of the afterlife a scientific approach to proving the existence of life after death",2012-11-24,64
133.32424,2853452,"Seventy eight degrees of wisdom a book of tarot",2012-11-28,196
133.32424,2850834,"Tarot for beginners a practical guide to reading the cards",2012-12-01,147
131,2857846,"mensajes de los sabios",2012-12-04,22
133.2548,2853453,"shamans guide to healing crystals making medicine bags using energy stones",2012-12-09,107
133.5,2730403,"only astrology book youll ever need",2012-12-14,304
133.8092,2858406,"Psychic blues confessions of a conflicted medium",2012-12-16,28
133.43,2859130,"magical path creating the life of your dreams and a world that works for all",2012-12-19,116
133.1,2860350,"Horrible hauntings an augmented reality collection of ghosts and ghouls",2012-12-29,93
130.92,2860511,"In the center of the fire a memoir of the occult 1966 1989",2012-12-29,50
133.1,2858035,"Visits from the afterlife the truth about hauntings spirits and reunions with lost loved ones",2013-01-02,39
133.3337,2850114,"feng shui bible the definitive guide to improving your life home health and finances",2013-01-05,149
132,275099,"Psychiatry in modern warfare",2013-01-11,1
133.90135,2851807,"Past lives of the rich and famous",2013-01-12,64
133.9013,2862171,"Science and the afterlife experience evidence for the immortality of consciousness",2013-01-16,38
133.1,2861011,Ghosts,2013-01-25,39
133.8,2862170,"Science and psychic phenomena the fall of the house of skeptics",2013-01-25,45
133.5,386457,"message of the stars",2013-01-26,1
133.43089,2858812,"Mojo workin the old African American Hoodoo system",2013-01-26,37
133.43,2838737,"Wicca la prÃ‚Â ctica de la brujerÃ‚Â¡a creencias y rituales",2013-01-28,8
133.54,2862125,"Astrology for yourself how to understand and interpret your own birth chart a workbook for personal transformation",2013-02-01,135
133.6,2866512,"Palmistry every day your lifes path revealed in the palm of your hand",2013-02-09,105
133.95,2866498,"Astral projection for psychic empowerment the out of body experience astral powers and their practical application",2013-02-10,60
133.44,2866493,"Magical housekeeping simple charms practical tips for creating a harmonious home",2013-02-11,101
133.2548,2869655,"Crystals color chakra healing and harmony for body spirit and home learn to harness the transforming power of natural energies with practical New Age techniques and over 1000 stunning photographs and artworks",2013-02-20,150
130,2870185,"Supernatural writings on an unknown history",2013-02-24,79
133.32424,2866482,"Tarot and astrology enhance your readings with the wisdom of the zodiac",2013-03-02,93
133.1,2866485,"Ghost hunting for beginners everything you need to know to get started",2013-03-02,26
133.1,2870667,"Haunted trail tales paranormal stories from the woods",2013-03-02,42
133.8,2866499,"Psychic empowerment for everyone you have the power learn how to use it",2013-03-02,41
133.10973,2866484,"ghost hunters field guide over 1000 haunted places you can experience",2013-03-02,33
133.426,2863082,"Possessions and exorcisms",2013-03-03,19
133.322,2866513,"Crystal ball reading for beginners easy divination interpretation",2013-03-08,44
133.43097,2857085,"Salem witch trials",2013-03-08,26
133.9013,2862172,"Science and the near death experience how consciousness survives death",2013-03-09,28
133.80846,2866510,"return of intuition",2013-03-09,30
135.3,2874242,"dreamers dictionary from A to Z 3000 magical mirrors to reveal the meaning of your dreams",2013-03-17,8
133.3337,2866516,"Feng shui history the story of classical feng shui in China and the west from 221 BC to 2012 AD",2013-03-25,22
131,2866494,"good energy book creating harmony and balance for yourself and your home",2013-03-25,51
133.53,2874727,"Chiron and the healing journey an astrological and psychological perspective",2013-04-10,86
133.8,2876711,"reality of ESP a physicists proof of psychic abilities",2013-04-11,53
133,2876663,"Three books of occult philosophy",2013-04-15,13
134,287682,"Man is a spirit a collection of spontaneous cases of dream vision and ecstasy",2013-04-25,4
130,2880560,"Fourth book of occult philosophy the companion to three books of occult philosophy written by Henry Cornelius Agrippa of Nettesheim",2013-04-27,27
136.78,30013,"Youth transition to adulthood Report",2013-05-01,2
133.42609,2899178,"Devil within possession exorcism in the Christian West",2013-05-15,21
133.91,2866486,"Discovering the medium within techniques stories from a professional psychic medium",2013-05-16,37
133.50248,2866481,"Astrology for writers spark your creativity using the zodiac",2013-05-17,90
133.12976,2866483,"Devil in the Delta a ghost hunters most terrifying case to date",2013-05-21,32
133.93,2901341,"Bringers of the dawn teachings from the Pleiadians",2013-05-21,96
133.3359,2901318,"Angel numbers 101",2013-05-22,108
133.9013,2901332,"legend of Starcrash",2013-05-22,43
133.43,2901395,"To ride a silver broomstick new generation witchcraft",2013-05-22,95
133.2548,2901391,"Crystals and sacred sites use crystals to access the power of sacred landscapes for personal and planetary transformation",2013-05-22,66
133.335,2901378,"complete book of numerology discovering the inner self",2013-05-22,118
133.32424,2901373,"Around the tarot in 78 days a personal journey through the cards",2013-05-22,94
133.2548,2901394,"101 power crystals the ultimate guide to magical crystals gems and stones for healing and transformation",2013-05-22,185
131,2901396,"future is yours do something about it",2013-05-22,54
133.333,2901315,"smudging and blessings book inspirational rituals to cleanse and heal",2013-05-22,94
133.25,2901397,"Nature speak signs omens and messages in nature",2013-05-23,75
133.9,2901339,"Realms of the Earth angels more information for incarnated angels elementals wizards and other lightworkers",2013-05-23,55
133.8,2901369,"Indigo adults understanding who you are and what you can become",2013-05-23,33
133.43,2901340,"inner temple of witchcraft magick meditation and psychic development",2013-05-23,79
133.33,2901316,"practical guide to the runes their uses in divination and magick",2013-05-23,56
133.43,2901398,"Wicca handbook",2013-05-23,53
133.8,2901359,"How to do psychic readings through touch",2013-05-23,65
133.90135,2901352,"Life between lives hypnotherapy for spiritual regression",2013-05-23,39
133.91092,2901353,"intercession of spirits working with animals angels ancestors",2013-05-23,58
133.5,2901366,"Chart interpretation handbook guidelines for understanding the essentials of the birth chart",2013-05-23,74
133.259,2901338,"Animal spirit guides an easy to use handbook for identifying and understanding your power animals and animal spirit helpers",2013-05-23,101
133.91,2901356,"How to meet work with spirit guides",2013-05-23,73
131,2901314,"Creating on purpose the spiritual technology of manifesting through the chakras",2013-05-23,128
133.43,2901382,"lost art of Enochian magic angels invocations and the secrets revealed to Dr John Dee",2013-05-24,45
133.90135,2901324,"convoluted universe Book two",2013-05-24,55
133.59251,2901368,"guide to Chinese horoscopes the twelve animal signs personality and aptitude relationships and compatibility work money and health horoscopes over time",2013-05-24,183
133.93,2901384,"Soul love awakening your heart centers",2013-05-24,63
131,2901375,"book of chakras",2013-05-24,117
133.9,2901383,"Creating money attracting abundance",2013-05-24,84
133.2548,2904592,"Cunninghams encyclopedia of crystal gem metal magic",2013-05-24,132
133.93,2901362,"Living with joy keys to personal power spiritual transformation an Orin book",2013-05-24,58
133.93,2901376,"I am the word a guide to the consciousness of mans self in a transitioning time a channeled text",2013-05-24,87
133.90135,2901323,"convoluted universe Book one",2013-05-24,125
133.95,2901393,"Adventures beyond the body how to experience out of body travel",2013-05-24,50
135.4,2901387,"777 and other Qabalistic writings of Aleister Crowley including Gematria Sepher sephiroth",2013-05-25,50
133.422,2901342,"devils notebook",2013-05-25,38
133.3242,2901346,"Cards of your destiny what your birthday reveals about you and your past present and future",2013-05-25,57
133.5,2901374,"astrology bible the definitive guide to the zodiac",2013-05-25,189
133.44,2901319,"complete book of incense oils brews",2013-05-25,126
133.8,2901365,"Your psychic self a quick and easy guide to discovering your intuitive talents",2013-05-25,63
133.43,2884853,"Witchcraft a very short introduction",2013-05-25,88
133.43,2901367,"magical household spells rituals for the home",2013-05-25,119
133.44,2901309,"only book of Wiccan spells youll ever need",2013-05-26,60
133.3092,2901335,"Conversations with Nostradamus his prophecies explained Vol two",2013-05-26,23
133.91,2901337,"Never letting go heal grief with help from the other side",2013-05-26,42
130,2899893,"Going within a guide for inner transformation",2013-05-26,25
133.8,2901380,"rational psychic a skeptics guide to extraordinary perception",2013-05-26,45
133.33,2901313,"Masonic and occult symbols illustrated",2013-05-28,48
133.95,2901348,"Journeys out of the body",2013-05-28,78
131,2901317,"power of your mind",2013-05-28,144
133.9,2901347,"angel therapy handbook",2013-05-28,106
131,2901390,"undefended self living the Pathwork",2013-05-28,44
133.8,2901311,"Psychic development for beginners",2013-05-29,67
133.90135,2901331,"They walked with Jesus past life experiences with Christ",2013-05-29,76
133.93,2901361,"nature of personal reality specific practical techniques for solving everyday problems and enriching the life you know",2013-05-29,84
133.892,2901354,"How to see and read the aura",2013-05-29,48
133.3242,2866480,"Learning Lenormand traditional fortune telling for modern life",2013-05-29,31
133.93,2901385,"Personal power through awareness a guidebook for sensitive people",2013-05-30,74
133.32424,2901360,"Tarot theory practice a revolutionary approach to how the tarot works",2013-05-30,68
133,2901358,"Psychic protection",2013-05-31,42
131,2901349,"Chakra clearing awakening your spiritual power to know and heal",2013-06-01,104
133.90135,2901326,"convoluted universe Book four",2013-06-01,57
133.43,2907061,"Magical herbalism the secret craft of the wise",2013-06-01,133
133.43,2884852,"Magic a very short introduction",2013-06-01,71
133.93,2901364,"Spiritual growth being your higher self",2013-06-02,39
133.91,2901321,"Opening to channel how to connect with your guide",2013-06-02,75
133.43,2901350,"Magical aromatherapy the power of scent",2013-06-02,135
133.93,2901312,"book of the law technically called Liber al vel legis sub figura CCXX as delivered by XCIII 418 to DCLXVI An Ixii sol in Aries March 21 1938 e v",2013-06-02,64
133.8,2902844,"essential guide to psychic powers develop your intuitive telepathic and healing skills",2013-06-03,70
133.5,2901386,"Astrology karma transformation the inner dimensions of the birth chart",2013-06-04,97
133.32424,2901372,"Understanding Aleister Crowleys Thoth tarot",2013-06-05,115
133.4,2901389,"Nocturnicon calling dark forces and powers",2013-06-06,25
133.90135,2901325,"convoluted universe Book three",2013-06-07,63
133.82,2903367,"magic of believing",2013-06-07,84
133.93,2901379,"Path of empowerment Pleiadian wisdom for a world in chaos",2013-06-07,37
133.9,2901363,"Edgar Cayce on the Akashic records the book of life",2013-06-08,129
133.8,2905790,"Synchronicity an acausal connecting principle",2013-06-08,93
133.9,2900364,"Ancestral continuum unlock the secrets of who you really are",2013-06-10,45
133.4,2901388,"witches bible the complete witches handbook",2013-06-10,39
133.3092,2904573,"Conversations with Nostradamus his prophecies explained Vol I",2013-06-11,18
133.54042,2903414,"Your hidden symmetry how your birth date reveals the plan for your life",2013-06-12,112
133.95,2901392,"Ultimate journey",2013-06-12,50
133.6,244123,"Palmistry for all containing new information on the study of the hand never before published",2013-06-13,2
133.90135,2866495,"Past lives for beginners a guide to reincarnation techniques to improve your present life",2013-06-14,62
133.9013,2901329,"Between death and life between death and life",2013-06-17,58
133.43,2901370,"Living Wicca a further guide for the solitary practitioner",2013-06-18,108
133.32424,2903341,"way of tarot the spiritual teacher in the cards",2013-06-19,204
133.32424,2901343,"Meditations on the tarot a journey into Christian hermeticism",2013-06-19,34
133.2549,2866489,"book of crystal spells magical uses for stones crystals minerals and even sand",2013-06-19,62
133.88,2903349,"Inner Vegas creating miracles abundance and health",2013-06-19,42
133.8,2875762,"Extra sensory the science and pseudoscience of telepathy and other powers of the mind",2013-06-19,62
131.32,2903393,"millionaire Joshua his prosperity secrets for you",2013-06-19,48
133.9,2903319,"afterlife of Billy Fingers how my bad boy brother proved to me theres life after death",2013-06-20,193
133.5,2907271,"Quest for the zodiac the cosmic code beyond astrology",2013-06-20,23
133.9013,2903325,"11 days in May",2013-06-21,14
133.43,2906513,"Cunninghams encyclopedia of wicca in the kitchen",2013-06-21,136
133.90135,2901334,"Five lives remembered",2013-06-24,68
133.43,2901400,"Celtic magic",2013-06-27,21
133.1,2904725,Ghosts,2013-06-29,83
130.92,2908387,"Man of light the extraordinary healing life of Mauricio Panisset",2013-06-29,13
133.43,2904726,Witches,2013-07-01,58
133.3337,2915490,"Feng shui You guan xi wu yun da kai mai xiang ren sheng shun li zu",2013-07-03,55
133.32424,2866497,"Cartomancy with the Lenormand and the tarot create meaning gain insight from the cards",2013-07-13,51
133.1,2866506,"Setting spirits free clear negative energy help ghosts cross over",2013-07-15,16
133.84,2919218,"Vanga luchshie sovety i glavnye prorochestva s illiustratsiiami",2013-07-16,22
133.91,2866503,"Messenger between worlds true stories from a psychic medium",2013-07-17,64
130,2866505,"Serpent of wisdom and other essays on western occultism",2013-07-17,42
138.0951,2876672,"Face reading in Chinese medicine",2013-07-17,92
133.84,2866500,"Clairvoyance for psychic empowerment a personal empowerment book the art science of clear seeing past the illusions of space time self deception",2013-07-19,67
133.9,2917471,"Angels whisper in my ear incredible stories of hope and love from the angels",2013-07-20,53
133.5,241799,"language of the stars a primary course of lessons in celestial dynamics",2013-07-24,1
133.8092,2866501,"haunted life the true ghost story of a reluctant psychic",2013-07-25,56
133.9013,2916456,"Stephen lives my son Stephen his life suicide and afterlife",2013-07-26,11
133.93,2916431,"book of love and creation a channeled text",2013-07-27,53
133.909,2918673,"Whisperers the secret history of the spirit world",2013-07-28,29
130.9,2918667,"Solomons secret arts the occult in the Age of Enlightenment",2013-07-30,30
130.9409,2896399,"dark side of the enlightenment wizards alchemists and spiritual seekers in the Age of Reason",2013-08-01,73
133.43,2917458,"outer temple of witchcraft circles spells and rituals",2013-08-03,54
133.2548,2918522,"Color your life with crystals your first guide to crystals colors and chakras",2013-08-08,56
133.42,2929447,"My Amityville horror",2013-08-10,261
133.43091,2917453,"City magick spells rituals and symbols for the urban witch",2013-08-10,61
133.43,2922553,"Energy essentials for witches and spellcasters",2013-08-11,37
133.3092,2904574,"Conversations with Nostradamus his prophecies explained Volume three",2013-08-13,18
133.43097,2917174,"delusion of Satan the full story of the Salem witch trials",2013-08-13,31
136.72,747189,"Childhoods fears psycho analysis and the inferiority fear complex",2013-08-15,1
133.43,2922540,"un spell book energy essentials for mastering magick",2013-08-19,59
133.0942,2927125,"Religion and the decline of magic studies in popular beliefs in sixteenth and seventeenth century England",2013-08-21,82
133.90135,2927126,"search for yesterday a critical examination of the evidence for reincarnation",2013-08-22,18
133.91,2866511,"Become a psychic wanderer expand your mind soul through travel",2013-08-22,41
133.43,2866514,"Have you been hexed recognizing and breaking curses",2013-08-24,25
133.5,2926684,"Teen astrology the ultimate guide to making your life your own",2013-08-31,35
134,285989,"Contact with the other world the latest evidence as to communication with the dead",2013-09-06,3
130,2846154,"synchronicity key the hidden intelligence guiding the universe and you",2013-09-06,167
133.43097,2932217,"Salem witch trials an interactive history adventure",2013-09-11,80
130,2918735,"synchronicity key the hidden intelligence guiding the universe and you",2013-09-14,60
133.9,2932732,"instruction living the life your soul intended",2013-09-20,121
133.3248,2935825,"Everyday oracles decoding the divine messages that are all around us",2013-09-21,52
133.2548,2901345,"crystal healer crystal prescriptions that will change your life forever",2013-09-22,107
133.43097,2932572,"Six women of Salem the untold story of the accused and their accusers in the Salem witch trials",2013-09-23,129
133.43,2935820,"Modern magick twelve lessons in the high magickal arts",2013-09-28,40
130,2938916,"Manifesto for the noosphere the next stage in the evolution of human consciousness",2013-10-05,22
133.91092,2927105,"Theres more to life than this healing messages remarkable stories and insight about the other side from the Long Island medium",2013-10-09,112
130,2940258,"On the edge of reality hidden technology powers of the mind quantum physics paranormal phenomena orbs UFOs harmonic transmissions and crop circles",2013-10-14,56
133.6,2940205,"palmistry bible the definitive guide to hand reading",2013-10-14,74
133.092,2940208,"Women of the Golden Dawn rebels and priestesses",2013-10-14,37
133.8,2942407,"sense of being stared at and other unexplained powers of human minds",2013-10-25,72
133.3,2932785,"Bolshaia kniga predskazanii uznai svoiu sudbu",2013-10-27,13
133.44,2938928,"Amulets sacred charms of power and protection",2013-10-28,65
133,2943449,"True hallucinations being an account of the authors extraordinary adventures in the devils paradise",2013-10-29,112
133.9,175866,"unhappy medium spiritualism and the life of Margaret Fox",2013-10-29,1
133.91,2942772,"My son and the afterlife conversations from the other side",2013-10-30,55
133.91092,2927820,"Theres more to life than this healing messages remarkable stories and insight about the other side from the Long Island Medium",2013-11-04,29
133.9013,2945911,"What happens when we die a psychics exploration of death heaven and the souls journey after death",2013-11-16,72
133.3248,2943938,"Sibyls prophecy and power in the ancient world",2013-11-19,15
136.7,364744,"Child labor report of the Subcommittee on Child Labor",2013-11-26,1
133.8092,2947561,"secret life of Uri Geller CIA masterspy",2013-11-27,28
133.93,2953354,"What God said the 25 core messages of conversations with God that will change your life and the world",2013-12-02,77
133.90135,2957893,"Your soul remembers accessing your past lives through soul writing",2013-12-06,42
133.93,2935794,"book of knowing and worth a channeled text",2013-12-30,77
132,715001,"psychology of human conflict the clash of motives within the individual",2014-01-16,4
133.91,2967266,"You are a medium discover your natural abilities to communicate with the other side",2014-01-17,64
133.58158,2973977,"secret language of relationships your complete personology guide to any relationship with anyone",2014-01-29,102
133.42,2971319,"Satanic Bible",2014-02-10,102
133.43019,2971931,"Believing in magic the psychology of superstition",2014-02-13,23
133.90135,2980586,"Life before life childrens memories of previous lives",2014-02-16,92
133.90135,2974201,"Return to life extraordinary cases of children who remember past lives",2014-02-21,149
136.711,185018,"Seventeen book of young living",2014-03-08,1
133.5,2984134,"Understanding human design",2014-03-13,87
133.43097,2967424,"Salem witch trials",2014-03-16,23
133.43,2984093,"Make magic of your life purpose passion and the power of desire",2014-03-16,44
130.97309,2984125,"Sinister forces a grimoire of American political witchcraft Book one The nine",2014-03-17,8
133,2983796,"seat of the soul",2014-03-21,76
133.9013,2984872,"boy who died and came back adventures of a dream archaeologist in the multiverse",2014-03-24,109
133.43,2984929,"Dragonflame tap into your reservoir of power using talismans manifestation and visualization",2014-03-29,26
131,2984931,"power of chakras unlock your 7 energy centers for healing happiness and transformation",2014-03-29,69
133.892,2984932,"power of auras tap into your energy field for clarity peace of mind and well being",2014-03-31,72
133.59251,2988351,"2014 el aÃ‚Â¤o del caballo de madera",2014-04-05,4
133.54,2988354,"HorÃ‚Â¢scopos 2014 astrologÃ‚Â¡a occidental y china aÃ‚Â¤o del caballo de madera",2014-04-05,6
133.9,2986263,"How to communicate with your spirit guides connecting with your energetic allies for guidance and healing",2014-04-12,104
133,2989315,"Cosmic trigger I Final secret of the illuminati",2014-04-16,45
133.95,2988104,"7 secrets of time travel mystic voyages of the energy body",2014-04-16,56
133.93,2983790,"Money and the law of attraction learning to attract wealth health and happiness",2014-04-19,189
133,2989773,"Cosmic trigger III my life after death",2014-04-21,28
133.44,2991181,"witchs broom the craft lore magick of broomsticks",2014-04-25,72
133.9013,2992398,"Illusions II the adventures of a reluctant student",2014-04-30,72
133.90135,2990697,"Reincarnation one womans exploration of her past lives",2014-05-01,26
133.32424,2980199,"efecto mariposa en acciÃ‚Â¢n cÃ‚Â¢mo desatar la fuerza del destino y si el futuro no estuviera escrito",2014-05-05,5
133.5,2996144,"Bad birthdays the truth behind your crappy sun sign",2014-05-09,57
133.9013,2988249,"Opening heavens door investigating stories of life death and what comes after",2014-05-10,102
133.33,3002628,"Taking up the runes a complete guide to using runes in spells rituals divination and magic",2014-05-17,35
133.32424,2996576,"Tarot beyond the basics gain a deeper understanding of the meanings behind the cards",2014-05-24,169
133.9,3002629,"Spirit allies meet your team from the other side",2014-05-24,18
133.9,253000,"psychic riddle",2014-06-02,1
133.9,857876,"Raymond or Life and death with examples of the evidence for survival of memory and affection after death",2014-06-07,3
130,137964,"Psychiatric studies",2014-06-15,13
133.6,572134,"book of the hand a compendium of fact and legend since the dawn of history",2014-06-16,3
133.6,336493,"science of palmistry and its relations to astrology and phrenology",2014-06-17,1
133.43,2991179,"Practical prosperity magick crafting success abundance",2014-06-30,65
131,2988156,"Soul contracts find harmony and unlock your brilliance",2014-07-02,63
133.03,3011284,"new encyclopedia of the occult",2014-07-08,15
133.5,3010757,"Intuition and your sun sign practical methods to unlock your potential",2014-07-09,72
133,2989772,"Cosmic trigger II down to earth",2014-07-19,30
133.93,2717484,"2012 y despuÃ¢Â€Âšs quÃ¢Â€Âš palabras de sabiduria para aprobechar todas las oportunidades del futuro",2014-07-20,1
133.10974,3013480,"angel in my pocket a story of love loss and life after death",2014-07-20,25
136.1,240796,"And God made man and woman a factual discussion of sex differences",2014-07-26,1
133.9013,3023071,"Far journeys",2014-07-28,67
133.43,3023705,"Grimoire of the thorn blooded witch mastering the five arts of old world witchery",2014-08-04,60
133.129,3008666,"demon of Brownsville Road a Pittsburgh familys battle with evil in their home",2014-08-06,31
131,227799,"Psychoanalysis and aesthetics",2014-08-16,1
133.32424,3024867,"big book of angel tarot the essential guide to symbols spreads and accurate readings",2014-08-18,72
133.10974,3024875,"Ghost hunter the groundbreaking classic of paranormal investigation",2014-08-29,29
133.43,3023694,"Homemade magick the musings mischief of a do it yourself magus",2014-09-02,47
133.509,377137,"history of astrology",2014-09-03,1
133.5,79998,"coffee table book of astrology",2014-09-03,1
133.5,100751,"compleat astrologer the practical encyclopedia of astrological science",2014-09-03,1
133.9,3028774,"Adventures of the soul journeys through the physical and spiritual dimensions",2014-09-07,118
133.10974,3023532,"angel in my pocket a story of love loss and life after death",2014-09-11,19
133.1,3030328,"Guide to the worlds supernatural places more than 250 spine chilling destinations around the globe",2014-09-18,65
133.9013,3030332,"Glimpsing heaven the stories and science of life after death",2014-09-19,62
136.4,259495,"Race psychology a study of racial mental difference",2014-09-21,1
133.258,3031029,"Plant intelligence and the imaginal realm beyond the doors of perception into the dreaming of earth",2014-09-27,186
133.10979,3023942,"Ghosthunting Oregon",2014-10-04,45
133.91,3029322,"You cant make this stuff up life changing lessons from heaven",2014-10-08,67
133.91,3029129,"You cant make this stuff up life changing lessons from heaven",2014-10-13,20
133.43097,3038135,"Penguin book of witches",2014-10-26,59
133.1,3037721,"Ghostly evidence exploring the paranormal",2014-10-30,82
133.109,3043306,"Ghosts a natural history 500 years of searching for proof",2014-10-31,111
130.922,3023880,"Revolutionaries of the soul reflections on magicians philosophers and occultists",2014-11-01,72
131,3037400,"Liquid luck the good fortune handbook",2014-11-05,36
132,3025019,"Fairy Tail 12",2014-11-07,86
133.2548,3044654,"encyclopedia of crystals",2014-11-13,109
133.2548,3010502,"Healing with crystals a concise guide to using crystals for health harmony and happiness shown in over 150 photographs",2014-11-22,98
133.9013,3036016,"Glimpsing heaven the stories and science of life after death",2014-11-23,16
133.9013,3054524,"Estoy bien",2014-12-06,19
133.4,3054424,"witchs eight paths of power a complete course in magick and witchcraft",2014-12-08,12
133.43,3067003,"witch alone the essential guide for the solo practitioner of the magical arts",2015-01-21,7
133.8092,3065642,"reluctant psychic a memoir",2015-02-05,58
133.9013,2573326,"La luz me salvÃ‚Â¢ las revelaciones de un hombre que muriÃ‚Â¢ dos veces",2015-02-18,2
133.33,3078482,"Theban oracle discover the magic of the ancient alphabet that changes lives",2015-02-24,9
133.43097,3077670,"America bewitched the story of witchcraft after Salem",2015-02-27,10
133.43,3081042,"Witchcraft theory and practice",2015-02-28,66
133.43,3083206,"Cunninghams Encyclopedia of magical herbs",2015-03-06,95
133.122,3082957,"Tomes of terror haunted bookstores and libraries",2015-03-12,42
133.9,3082046,"Angels how to see hear and feel your angels",2015-03-13,56
135.45,3082397,"hermetica the lost wisdom of the pharaohs",2015-03-14,51
133.10978,3068645,"American ghost a familys haunted past in the desert southwest",2015-03-16,108
131,3081406,"Manual of psychomagic the practice of shamanic psychotherapy",2015-03-17,119
133.10978,3067591,"American ghost a familys haunted past in the desert Southwest",2015-03-18,26
133.91,3085933,"Evidence of eternity communicating with spirits for proof of the afterlife",2015-03-21,53
133.91,3085913,"Never argue with a dead person true and unbelievable stories from the other side",2015-03-26,46
133.109,3082252,"Ghosts a natural history 500 years of searching for proof",2015-03-28,12
133.5,3091846,"Astrology and the rising of kundalini the transformative power of Saturn Chiron and Uranus",2015-04-19,134
133.258,3091904,"Druids handbook to the spiritual power of plants spagyrics in magical and sexual rituals",2015-04-22,34
133.43,3093561,"Earth power techniques of natural magic",2015-04-22,10
133.9013,3091910,"world beyond a startling message from the eminent psychic Arthur Ford from beyond the grave",2015-04-25,18
133.32424,3087189,"Secrets of the Waite Smith tarot the true story of the worlds most popular tarot",2015-04-25,61
133.548,3030949,"Cung tÃ‚Ânh yÃ‹Â†u chiÃ‹Â†m tinh hoc nÃ‚Â¢i gÃ‚Â ve ban vÃ¢Â€Â¦ nguoi ay",2015-04-27,5
133.9013,3082577,"hand on the mirror a true story of life beyond death",2015-04-28,56
133.9013,3087121,"After this when life is over where do we go",2015-04-29,64
133.9013,3097184,"Dying to know you proof of God in the near death experience",2015-04-30,56
133.42097,3097164,"Deliver us from evil a New York City cop investigates the supernatural",2015-04-30,36
133.91,3091064,"You cant make this stuff up life changing lessons from heaven",2015-05-02,14
131,3098944,"master key system",2015-05-09,42
133.3242,3099783,"Soulcollage evolving an intuitive collage process for self discovery and community",2015-05-15,58
133.88,3101830,"intention experiment using your thoughts to change your life and the world",2015-06-03,110
130,3097191,"secret history of consciousness ancient keys to our future survival",2015-06-03,28
131.32,3102380,"passionate mind a manual for living creatively with ones self",2015-06-04,21
133.8,3102990,"natural psychic Ellen Dugans personal guide to the psychic realm",2015-06-19,34
135.47,3106782,"wish can change your life how to use the ancient wisdom of Kabbalah to make your dreams come true",2015-06-23,11
133.93,3109545,"Co creating at its best a conversation between master teachers",2015-06-23,86
133.1,3102665,"Biggest baddest book of ghosts",2015-06-25,33
133.3,3069060,"Jie du Tui bei tu",2015-07-03,4
133.9013,3110857,"hand on the mirror a true story of life beyond death",2015-07-12,13
131,3101424,"Clearing clutter physical mental spiritual",2015-07-23,70
133,3115339,"trickster and the paranormal",2015-07-28,25
130,3115340,"truth behind ghosts mediums psychic phenomena",2015-07-29,8
133.903,3118290,"encyclopedia of spirits the ultimate guide to the magic of fairies genies demons ghosts gods and goddesses",2015-08-13,42
133.333,3064898,"ÃƒÂ‘ia lÃƒÂ¬ ngu quyet truoc tÃ‚Â c kinh dien cua phong thuy hoc ngÃ¢Â€Â¦n nam",2015-08-17,7
133.90135,3122597,"And the wolves howled fragments of two lifetimes",2015-08-29,12
133.9013,3122573,"Animals and the afterlife true stories of our best friends journey beyond death",2015-08-30,13
133.10978,3118154,"American ghost a familys haunted past in the desert southwest",2015-08-30,16
133.43,3122576,"Bonewitss essential guide to witchcraft and Wicca",2015-08-31,42
133.32424,3125345,"Holistic tarot an integrative approach to using tarot for personal growth",2015-09-03,171
133.9092,3118953,"Promised by heaven a doctors return from the afterlife to a destiny of love and healing",2015-09-09,23
133.43,3126284,"witch in every woman reawakening the magical nature of the feminine to heal protect create and empower",2015-09-21,41
133.9013,3126340,"37 seconds dying revealed heavens help a mothers journey",2015-09-24,40
131,3128470,"Awaken your third eye how accessing your sixth sense can help you find knowledge illumination and intuition",2015-09-24,53
133.93,3128691,"My life after death a memoir from heaven",2015-09-28,29
133.43,3128451,"Coventry magic with candles oils and herbs",2015-09-30,22
133.43,3128452,"flame in the cauldron a book of old style witchery",2015-09-30,13
133.09,481884,"Phoenix an illustrated review of occultism and philosophy",2015-10-15,1
133.91092,3120614,"witch of Lime Street sÃ¢Â€Âšance seduction and Houdini in the spirit world",2015-10-17,83
133.86,3132877,"Chicken soup for the soul Dreams and premonitions 101 amazing stories of miracles divine intervention and insight",2015-10-17,41
133.90135,3129953,"Memories of heaven childrens astounding recollections of the time before they came to earth",2015-10-23,75
130.97633,3118749,"Fear dat New Orleans a guide to the voodoo vampires graveyards ghosts of the crescent city",2015-10-24,47
